0.16,-59.14,-75.68,90.52,0.127,0.19,-56.58,-77.37,213.30,0.254
0.17,-56.37,-77.70,96.15,0.127,0.20,-57.09,-74.09,129.31,0.254
0.16,-58.87,-75.52,86.81,0.127,0.21,-56.53,-72.11,118.45,0.254
0.16,-58.15,-78.51,77.25,0.127,0.21,-56.12,-73.91,130.58,0.254
0.16,-57.52,-73.84,102.91,0.127,0.19,-56.10,-73.50,230.80,0.254
0.15,-58.02,-78.20,99.32,0.127,0.18,-55.89,-76.41,181.67,0.254
0.16,-57.93,-75.47,95.45,0.127,0.19,-56.77,-74.60,192.17,0.254
0.15,-58.22,-79.37,82.98,0.127,0.18,-56.38,-72.48,131.17,0.254
0.17,-58.09,-76.60,98.43,0.127,0.22,-56.58,-76.16,111.00,0.254
0.17,-58.33,-73.53,112.57,0.127,0.20,-56.30,-73.75,166.82,0.254
0.14,-57.60,-74.00,88.69,0.127,0.20,-56.34,-72.54,146.47,0.254
0.16,-58.34,-79.01,75.33,0.127,0.22,-56.94,-77.01,118.47,0.254
0.15,-58.09,-74.93,94.48,0.127,0.21,-56.70,-73.73,105.77,0.254
0.16,-58.02,-78.05,78.65,0.127,0.17,-56.47,-72.16,147.69,0.254
0.16,-57.26,-74.32,93.52,0.127,0.21,-56.11,-74.10,128.31,0.254
0.15,-58.17,-77.09,85.91,0.127,0.19,-56.38,-74.22,123.83,0.254
0.16,-58.19,-75.30,91.00,0.127,0.18,-56.73,-73.25,124.03,0.254
0.15,-57.94,-77.23,93.77,0.127,0.18,-56.47,-76.56,116.78,0.254
0.21,-56.79,-74.29,113.20,0.127,0.17,-56.44,-72.91,130.78,0.254
0.25,-57.18,-76.89,88.94,0.127,0.18,-56.09,-72.46,130.72,0.254
0.18,-57.64,-80.51,70.27,0.127,0.21,-57.28,-77.54,116.92,0.254
0.17,-57.78,-76.71,93.66,0.127,0.21,-56.29,-74.21,147.94,0.254
0.22,-57.50,-80.04,71.33,0.127,0.19,-56.75,-75.98,150.79,0.254
0.15,-57.94,-76.13,91.94,0.127,0.20,-56.38,-76.37,184.83,0.254
0.22,-58.29,-74.70,80.87,0.127,0.20,-56.82,-74.61,144.22,0.254
0.18,-58.89,-76.92,129.19,0.127,0.20,-56.27,-72.94,126.22,0.254
